Video ID,Title,Author,Views,Likes,Comments,Labels
https://www.youtube.com/watch?v=O_4uB-j-zgQ,Adult bullying: The epidemic no one talks about | Kevin Ward | TEDxSantaBarbara,TEDx Talks,355637,11461.0,2137.0,Bullying
https://www.youtube.com/watch?v=hQ6Yxh-44qY,What It’s Like To Be Bullied,BuzzFeedVideo,990337,33360.0,5284.0,Bullying
https://www.youtube.com/watch?v=ds6nhVHJ0Lc,Overcoming Trauma &amp; Bullying: A Mental Health Documentary,Dr Hayley Watson,4813,108.0,17.0,Bullying
https://www.youtube.com/watch?v=-ByxXcpvTdU,Complex PTSD affects the brain long-term and can affect your closest relationships,ABC Action News,212999,3885.0,601.0,Bullying
https://www.youtube.com/watch?v=jsxpW55ysk4,The PTSD brains of children &amp; soldiers - BBC News,BBC News,107999,1198.0,125.0,Bullying
https://www.youtube.com/watch?v=_wvHo-uh5sI,Bullying by peers has effects later in life,WXYZ-TV Detroit | Channel 7,494,4.0,0.0,Bullying
https://www.youtube.com/watch?v=N-ePB3F9GlE,Seven Psychological Effects of Bullying,London Learning Consortium - LLC,150,8.0,0.0,Bullying
https://www.youtube.com/watch?v=2Vl85lO6Wis,&quot;This Is Psychology&quot; Episode 1: Bullying,American Psychological Association,24069,235.0,19.0,Bullying
https://www.youtube.com/watch?v=qIFfA5_hLUk,Effects of Bullying,Kids In The House,3604,26.0,1.0,Bullying
https://www.youtube.com/watch?v=CS3FjjLTnQY,INTERVIEW: The impact bullying and cyber-bullying has on mental health,WHAS11,374,4.0,0.0,Bullying
https://www.youtube.com/watch?v=hMevHf7Obfw,Bullying - A mental health perspective,Doc Snipes,3927,81.0,9.0,Bullying
https://www.youtube.com/watch?v=NHg2RGMCgqo,If You&#39;ve Ever Been Bullied - Then Watch This | Russell Brand,Russell Brand,189525,7561.0,1498.0,Bullying
https://www.youtube.com/watch?v=EHCeodippgo,6 Signs of Emotional Abuse and Neglect,Psych2Go,170048,11167.0,812.0,Bullying
https://www.youtube.com/watch?v=8vhx2hlko28,6 Signs Of An Emotionally Abusive Relationship You Shouldnt Ignore | BetterHelp,BetterHelp,1023865,23152.0,513.0,Bullying
https://www.youtube.com/watch?v=3AS9E67N_Jg,Bullying and Harassment in the Workplace: The Effects | Physical | Verbal | Psychological,Learning Mavericks,438,3.0,0.0,Bullying
https://www.youtube.com/watch?v=7oKjW1OIjuw,How to Stop A Bully,Brooks Gibbs,2605970,44495.0,3021.0,Bullying
https://www.youtube.com/watch?v=NGC3pXg2FHo,5 Signs You Had A Traumatic Childhood (And Don&#39;t Realize It),Psych2Go,723730,33900.0,2750.0,Bullying
https://www.youtube.com/watch?v=2i-uAQoKnbU,Effects of Bullying on Kids | ICNA CSJ,ICNA,1949,25.0,1.0,Bullying
https://www.youtube.com/watch?v=wVgS_CBm4Hs,Childhood bullying and mental health - part one | Emerging Minds Podcast,Emerging Minds Australia,272,5.0,0.0,Bullying
https://www.youtube.com/watch?v=gF33Tex4cYY,What Are The Effects of Bullying? Is it Really That Bad?,Operation Survival,1112,4.0,2.0,Bullying
https://www.youtube.com/watch?v=EvxWb-KT_y0,How to Deal with Narcissistic Emotional Bullying | Dr. David Hawkins,Dr. David Hawkins,10535,527.0,90.0,Bullying
https://www.youtube.com/watch?v=bLNi4Xa8VV4,The Devastating Long-Term Effects of School Bullying on Children&#39;s Mental Health,Consсious Parenting,141,3.0,0.0,Bullying
https://www.youtube.com/watch?v=7VWNmVH0XUE,The Effects of Workplace Bullying,We SAGE,9,0.0,0.0,Bullying
https://www.youtube.com/watch?v=OwOKy2bLYtU,How Childhood Emotional Abuse Affects You In Adulthood,Bestie,542852,13183.0,3331.0,Bullying
https://www.youtube.com/watch?v=n-ZJMOCj8pQ,Workplace Bullying &amp; Harassment,What Is PTSD,4569,107.0,34.0,Bullying
https://www.youtube.com/watch?v=yJtRitVKsaY,Early Childhood Development | HSR Program,UCLA Health,111908,1244.0,42.0,Child
https://www.youtube.com/watch?v=fojOMDS-PqI,"Child Development, What is it? The 5 stages of a child development explained in this video.",BabyPillars,168913,1268.0,6.0,Child
https://www.youtube.com/watch?v=g4HdXxz25pw,&quot;Developmental Milestones&quot; by Dr. Holly Hodges and Dr. Bianca Shagrin,OPENPediatrics,159944,2547.0,21.0,Child
https://www.youtube.com/watch?v=1pD50ISxP3k,From Birth to Two: the Neuroscience of Infant Development,Dana Foundation,1456164,5630.0,167.0,Child
https://www.youtube.com/watch?v=vkJwFRAwDNE,Bruce D. Perry: Social &amp; Emotional Development in Early Childhood [CC],Chicago Humanities Festival,320130,3259.0,121.0,Child
https://www.youtube.com/watch?v=7jBMTCg-ALQ,Growth &amp; Developmental Milestones | Pediatric Nursing Stages of Development,Simple Nursing,321795,4871.0,101.0,Child
https://www.youtube.com/watch?v=tLiP4b-TPCA,The Science of Early Childhood Development,Harvard Graduate School of Education,444195,1207.0,5.0,Child
https://www.youtube.com/watch?v=fLqLS2c1k7Q,How play helps child development,Raising Children Network,23849,146.0,0.0,Child
https://www.youtube.com/watch?v=skaYWKC6iD4,Six Core Strengths for Healthy Child Development: An Overview,The ChildTrauma Academy Channel,126580,678.0,15.0,Child
https://www.youtube.com/watch?v=y8qc8Aa3weE,Improving early child development with words: Dr. Brenda Fitzgerald at TEDxAtlanta,TEDx Talks,1656323,20971.0,617.0,Child
https://www.youtube.com/watch?v=gIZ8PkLMMUo,What is the most important influence on child development | Tom Weisner | TEDxUCLA,TEDx Talks,1179224,9216.0,467.0,Child
https://www.youtube.com/watch?v=R0fiu2S0_3M,How baby brains develop,CNN,471652,2001.0,58.0,Child
https://www.youtube.com/watch?v=e0VsTnhTR3k,Child Development 101  Infants,Doc Snipes,14979,,10.0,Child
https://www.youtube.com/watch?v=P5TsL8HL4kg,Early Years Resources: The Science of Early Childhood Brain Development,BC Foster Parents Association ,29855,218.0,,Child
https://www.youtube.com/watch?v=H59ETeKD-R0,Child Development 101: Parenting Toddlers,Doc Snipes,32260,,28.0,Child
https://www.youtube.com/watch?v=hMyDFYSkZSU,How a child&#39;s brain develops through early experiences,NSPCC,591105,3402.0,,Child
https://www.youtube.com/watch?v=QrWQ3AZpvo0,Promoting child development and learning in the child’s early years,KK Women's and Children's Hospital,285,2.0,0.0,Child
https://www.youtube.com/watch?v=mWh5jzusVNM,How does stress affect a child’s development and academic potential? | Pamela Cantor,Big Think,37293,1152.0,97.0,Child
https://www.youtube.com/watch?v=DTIz2D0K_EE,What are Baby Monthly Milestones? How Should a Baby Grow?,FreeMedEducation,1573629,15470.0,248.0,Child
https://www.youtube.com/watch?v=IipVaPKnjRk,How Early Childhood Experiences Affect Lifelong Health and Learning,Center on the Developing Child at Harvard University,119346,1024.0,,Child
https://www.youtube.com/watch?v=FeJPLOHJNMA,Risk in play: how it helps child development,Raising Children Network,34457,184.0,0.0,Child
https://www.youtube.com/watch?v=TtnhsOAG7vI,Baby Development Milestones in the first year,Medical Centric,11275,116.0,1.0,Child
https://www.youtube.com/watch?v=ndOB-vXwXxM,Screens May Affect Your Child&#39;s Brain Development | Better | NBC News,NBC News,255717,2297.0,215.0,Child
https://www.youtube.com/watch?v=_T9OKKITsHs,"Early Childhood Development: Early Learning, the Brain and Society",UW Video,154571,1100.0,38.0,Child
https://www.youtube.com/watch?v=evw0h1kg-j4,Yuko Munakata: The science behind how parents affect child development | TED,TED,445439,8153.0,500.0,Child
https://www.youtube.com/watch?v=M89VFIk4D-s,The Importance of Early Child Development,Human Early Learning Partnership,103043,342.0,12.0,Child
https://www.youtube.com/watch?v=Lko959BbZFo,The Science of Child Development Does Not Speak For Itself,Center on the Developing Child at Harvard University,2791,25.0,0.0,Child
https://www.youtube.com/watch?v=8HWYLStBwPA,Complex Trauma and its Effects on Child Development,NYU Langone Health,111442,1840.0,193.0,Child
https://www.youtube.com/watch?v=xYBUY1kZpf8,Childhood Trauma and the Brain | UK Trauma Council,Anna Freud,2866635,115226.0,,Child
https://www.youtube.com/watch?v=ADmBn_O3QBI,How These Videos Actually Impact Child Development,Emma Hubbard,141248,2557.0,,Child
https://www.youtube.com/watch?v=rX01wVc2BR0,Infant Developmental Milestones Mnemonic Pediatric Nursing NCLEX Review,RegisteredNurseRN,701010,10338.0,127.0,Child
https://www.youtube.com/watch?v=sYn6-pXjgUQ,[PSYC200] 10. Child Development Part 1: Pre-Natal and Newborn,Biola University,81284,812.0,76.0,Child
https://www.youtube.com/watch?v=uHBQbEP23kY,The Whole Child: Ackermann’s 4 Natural Forces of Development,Sprouts,167665,3514.0,83.0,Child
https://www.youtube.com/watch?v=SpqLzFew9bs,"Child Development Core Story, Part 1: Brain Architecture",UMN - CEHD,150996,426.0,,Child
https://www.youtube.com/watch?v=6bw-NoQWwKg,Child Development: Your Baby at 6 Months,MultiCare Health System,1003538,3233.0,,Child
https://www.youtube.com/watch?v=C7O0U9OGHew,Child Development: Your Baby at 18 Months,MultiCare Health System,486076,2317.0,,Child
https://www.youtube.com/watch?v=wLWiWd1oYgQ,Role of Parents in Child Development - Ages Zero to Three | Children&#39;s Health Update | NPT Reports,NPT Reports,11935,39.0,0.0,Child
https://www.youtube.com/watch?v=UtGqRVIKg4U,The 3 Stages of Emotional Child Development,Psych2Go,162301,4603.0,167.0,Child
https://www.youtube.com/watch?v=i3oAo0FSpn8,Baby Month By Month Development and Growth After Birth,Being Conclusive,855286,3964.0,107.0,Child
https://www.youtube.com/watch?v=Hj1d8xJdPvU,Childhood Trauma: The Lives of the Neglected Children,Sprouts,592100,15113.0,1248.0,Child
https://www.youtube.com/watch?v=_yV-pR8Xkl8,Developmental (Pediatric) Milestones (IN UNDER 5 MINUTES),Dirty Medicine,195084,6938.0,163.0,Child
https://www.youtube.com/watch?v=xd802M7NFJs,Child development stages | Baby milestones of Gross motor development,Tiny Medicine,168711,1160.0,23.0,Child
https://www.youtube.com/watch?v=nx4MmXXYNwo,7 Must Know Tips for Better Baby Development (Avoid These Crucial Mistakes),Emma Hubbard,813392,10956.0,336.0,Child
https://www.youtube.com/watch?v=hS9sGOSTHU0,What is Early Childhood Development?,UNICEF Uganda,91523,847.0,,Child
https://www.youtube.com/watch?v=EhAY4OPvBZE,Child Development: Your Baby at 9 Months,MultiCare Health System,513328,2326.0,,Child
https://www.youtube.com/watch?v=XCscN4zuvd4,Do the first 1000 days determine the rest of your life? | DeeDee Yates | TEDxWindhoek,TEDx Talks,219938,2370.0,75.0,Child
https://www.youtube.com/watch?v=4otE7HxWKJg,6 Month Old Milestones - Baby Development,Emma Hubbard,226348,3855.0,161.0,Child
https://www.youtube.com/watch?v=3rzT_hfSqyI,School-Age Growth and Developmental Milestones Pediatric Nursing NCLEX Review,RegisteredNurseRN,62717,917.0,22.0,Child
https://www.youtube.com/watch?v=ZKW4akRLb90,4 Proven Ways to Accelerate Your Baby’s Development,Emma Hubbard,189384,2698.0,111.0,Child
https://www.youtube.com/watch?v=kX6u5TtCdvE,Child Development: Your Baby at 12 Months,MultiCare Health System,494199,2406.0,,Child
https://www.youtube.com/watch?v=TGr8bMTSD4s,Cipolla’s 5 Laws of Human Stupidity,Sprouts,808276,30319.0,3023.0,Cognitive
https://www.youtube.com/watch?v=3O9FFrLpinQ,294 The Five Laws Of Stupidity,tvlpodcast,4696102,141210.0,17988.0,Cognitive
https://www.youtube.com/watch?v=ww47bR86wSc,Bonhoeffer‘s Theory of Stupidity,Sprouts,3528797,140379.0,15058.0,Cognitive
https://www.youtube.com/watch?v=BGTyHPhw7oE,The Theory Of Stupidity (by Dietrich Bonhoeffer),The Art Of Personal Growth,359276,27803.0,1836.0,Cognitive
https://www.youtube.com/watch?v=AqtmdC-5feA,The Shocking Truth about Human Stupidity: The 5 Basic Laws,The Art Of Personal Growth,374612,9104.0,891.0,Cognitive
https://www.youtube.com/watch?v=FYq5jf9t8no,The 3 more laws of stupidity | The theory of stupidity | Extension to the 5 laws of stupidity,3DOTS Studios,45123,1512.0,315.0,Cognitive
https://www.youtube.com/watch?v=_RWifrZofsQ,The Laws of Stupidity,JimBecker3PL,50580,1605.0,274.0,Cognitive
https://www.youtube.com/watch?v=aeIkWHXd8mc,Why Stupidity is Power | Priceless Benefits of Being Stupid,Einzelgänger,558219,21541.0,1244.0,Cognitive
https://www.youtube.com/watch?v=eqIp-jWJKSM,5 Basic Laws of Stupidity,Pantheon,38579,1616.0,194.0,Cognitive
https://www.youtube.com/watch?v=yaGnOcT5YTk,The Origin of Human Stupidity,Robert Greene ,45433,2956.0,170.0,Cognitive
https://www.youtube.com/watch?v=SbaMZYJr7TI,The Basic Laws of Human Stupidity | nous Animation,nous Animation,28744,474.0,103.0,Cognitive
https://www.youtube.com/watch?v=TtzLIKzrGpY,The Age Of Artificial Stupidity And Indoctrination,Thomas SowellTV,185189,12644.0,1008.0,Cognitive
https://www.youtube.com/watch?v=FEgr_ZYwK_s,The 5 laws of stupidity | Cipolla&#39;s 5 Laws of Human Stupidity,3DOTS Studios,13261,475.0,45.0,Cognitive
https://www.youtube.com/watch?v=rS3F0GIiK-g,The Ugly Side of Society: The Increase of Stupidity,The Art Of Personal Growth,5589,253.0,42.0,Cognitive
https://www.youtube.com/watch?v=4FGnb2lgPBA,The Dunning Kruger Effect,Sprouts,2331960,82834.0,4516.0,Cognitive
https://www.youtube.com/watch?v=324D1qJwuqk,5 Basic Laws of Human Stupidity,Barry Eames,56420,1069.0,171.0,Cognitive
https://www.youtube.com/watch?v=H1nij-Jh-BI,The Basic Laws of Human Stupidity by Carlo M. Cipolla Book Summary,Two Minute Summary,192,2.0,0.0,Cognitive
https://www.youtube.com/watch?v=garH51K83Qc,The Five Basic Laws of Stupidity,UCG NWA,431,7.0,1.0,Cognitive
https://www.youtube.com/watch?v=LVbEZh7IMd8,The Five Basic Laws of Human Stupidity,Tom,2918,380.0,67.0,Cognitive
https://www.youtube.com/watch?v=BzzaIezXS8w,The fundamental laws of human stupidity | Eternally Curious #1,Eternally Curious by Federico Pistono,52877,2022.0,346.0,Cognitive
https://www.youtube.com/watch?v=I9XTox7zlSw,Why Stupid People Think They Are Smart,The Art Of Personal Growth,570872,19905.0,3104.0,Cognitive
https://www.youtube.com/watch?v=25kqobiv4ng,Collective Stupidity -- How Can We Avoid It?,Sabine Hossenfelder,652301,41495.0,4644.0,Cognitive
https://www.youtube.com/watch?v=uEd9ZSxBnAY,The basic laws of human stupidity,ceMental,3561,92.0,11.0,Cognitive
https://www.youtube.com/watch?v=wvVPdyYeaQU,John Cleese on Stupidity,Robert Grimsby,2781555,25525.0,1203.0,Cognitive
https://www.youtube.com/watch?v=vDBzi0n9Fxg,I Broke Dumb Laws In Front Of Police,VICE,29967321,910147.0,38482.0,Cognitive
https://www.youtube.com/watch?v=OvSkpcgaAMY,The Five Laws of Stupidity,My World,19187,643.0,103.0,Cognitive
https://www.youtube.com/watch?v=REW6hoEmn8o,How Cipolla&#39;s 5 Laws of Stupidity relates to AI and Change Management,Dave Anderson,623,12.0,2.0,Cognitive
https://www.youtube.com/watch?v=E7NdrkKD8Vk,Why Do Stupid People Not Realize They Are Stupid?,The Infographics Show,2875915,56873.0,12452.0,Cognitive
https://www.youtube.com/watch?v=HDo5SbXcbjY,Cipolla’s 5 Laws of Human Stupidity,Linda Jones,3,0.0,0.0,Cognitive
https://www.youtube.com/watch?v=FSPeWX0_oB4,The Five Laws of Stupidity,Frank Underwood,477,9.0,0.0,Cognitive
https://www.youtube.com/watch?v=O_IPUAEDZew,The Basic Laws of Human Stupidity - by C. Cipolla,vulcanswork,4876,27.0,5.0,Cognitive
https://www.youtube.com/watch?v=Yb-sPqIotco,The 5 Laws Of STUPIDITY! ~Fact or Fiction?,Nuworld Tarot,4223,463.0,121.0,Cognitive
https://www.youtube.com/watch?v=qgyg604oWHM,15   The Basic Laws of Human Stupidity,Avalon Visions & Oblivion Media,5185,164.0,19.0,Cognitive
https://www.youtube.com/watch?v=b1X_pK0et-o,Cipolla’s 5 Laws of Human Stupidity,Linda Jones,1,0.0,0.0,Cognitive
https://www.youtube.com/watch?v=RZDIZgJeTEI,Five Laws of Stupidity | Bonhoeffer&#39;s vs Eric&#39;s,Talking with Famous People,679,30.0,11.0,Cognitive
https://www.youtube.com/watch?v=lRUCTGzJOUw,Why Stupid People Are More Successful Than You,Freedom Kingdom,54407,1429.0,416.0,Cognitive
https://www.youtube.com/watch?v=KOGuqIOvVlY,Basic Laws of Stupidity | Second Law Of Human Stupidity,The Monstrosity Channel,49,4.0,0.0,Cognitive
https://www.youtube.com/watch?v=3otEX5uujQ0,Carlo Cipolla   5 laws of Stupidity,Tony Dwyer,3224,82.0,22.0,Cognitive
https://www.youtube.com/watch?v=ehXeJMzKLNk,The five sources of stupidity | Extension to the 5 laws of stupidity,3DOTS Studios,670,44.0,0.0,Cognitive
https://www.youtube.com/watch?v=V3WaVftNfOk,Basic Laws of Stupidity | First Law Of Human Stupidity #funny #monster #puppet #shorts #humanity,The Monstrosity Channel,55,5.0,5.0,Cognitive
https://www.youtube.com/watch?v=K_uCzKIYQ2U,Laws of Stupidity [SBURBMON 20],Camyosh,1256,72.0,22.0,Cognitive
https://www.youtube.com/watch?v=NASJLpIRnxg,The Laws of Stupidity,Mike Duckett,164,2.0,0.0,Cognitive
https://www.youtube.com/watch?v=UN9ib_46mnY,Basic Laws of Stupidity | Law 5 of Human Stupidity #shorts #puppet #monster #funny #humanity,The Monstrosity Channel,32,4.0,0.0,Cognitive
https://www.youtube.com/watch?v=1IyzgMxuXOE,ARE YOU STUPID? - The Theory Of Stupidity By Dietrich Bonhoeffer,MR. BRAIN,10995,581.0,51.0,Cognitive
https://www.youtube.com/watch?v=65BOHDXWslo,Minecraft   Mindcrack   Let&#39;s Play   S3E040   Laws of Stupidity,"JSano19 - Dr. Nurse, Fire Fighter, Gamer",2057,110.0,26.0,Cognitive
https://www.youtube.com/watch?v=QydNQwiIOfQ,The Basic Laws Of Human Stupidity SUMMARY (audio book),ADULTS&MONEY,102,0.0,0.0,Cognitive
https://www.youtube.com/watch?v=QZgKJWFKcvE,The Basic Laws of Human Stupidity by Carlo M. Cipolla,Amit Mishra,3067,,7.0,Cognitive
https://www.youtube.com/watch?v=_noRmsA-0j4,The laws of stupidity,Clown Planet,27479,2208.0,498.0,Cognitive
https://www.youtube.com/watch?v=pOLmD_WVY-E,Why incompetent people think they&#39;re amazing - David Dunning,TED-Ed,11412411,345036.0,14364.0,Cognitive
https://www.youtube.com/watch?v=949yG70KJwM,The Laws of human Stupidity 🙃,Pain Teaches,239,54.0,105.0,Cognitive
https://www.youtube.com/watch?v=XZ9HUC143JQ,What is Educational Psychology?,YEO KEE JIAR Fp,27712,395.0,5.0,Educational
https://www.youtube.com/watch?v=OegE726Zxgw,Why does Positive Education Psychology matter? | Rihab Hajjaji | TEDxAntwerp,TEDx Talks,15043,282.0,6.0,Educational
https://www.youtube.com/watch?v=5q0Fh1WHBZ8,What Is Educational Psychology? - Ed Psych Insight Ep. 3,Brett D. Jones,10187,218.0,3.0,Educational
https://www.youtube.com/watch?v=vo4pMVb0R6M,Intro to Psychology: Crash Course Psychology #1,CrashCourse,14376523,245138.0,7216.0,Educational
https://www.youtube.com/watch?v=SAvrQAyCzkc,Educational Psychology: Applying Psychology in the Classroom,Study.com,173637,1265.0,34.0,Educational
https://www.youtube.com/watch?v=TZdIvroEKPA,Prominent Theorists and Their Contributions to Education,TOP LET Reviewer,197667,4246.0,100.0,Educational
https://www.youtube.com/watch?v=G0iSInPoTQY,Moving from teaching to Educational Psychology,Ministry of Education NZ,17607,287.0,,Educational
https://www.youtube.com/watch?v=arJLy3hX1E8,The psychology of narcissism - W. Keith Campbell,TED-Ed,13216956,270138.0,13201.0,Educational
https://www.youtube.com/watch?v=MKf8SITe9KE,Educational Psychology 1st lesson HND in English - What is Educational Psychology.,Madhushika Liyanage,3545,119.0,13.0,Educational
https://www.youtube.com/watch?v=sAxAegfVd00,The 5 Learning Theories,The Art Of Personal Growth,141729,2183.0,43.0,Educational
https://www.youtube.com/watch?v=c4YFjke0X7k,What do educational psychologists do?,gillian shotton,5323,78.0,8.0,Educational
https://www.youtube.com/watch?v=RxpmcF5pGGk,A great mix of psychology and education | UCL Institute of Education,"IOE, UCL's Faculty of Education and Society",1820,,1.0,Educational
https://www.youtube.com/watch?v=i2r_snI3r7A,1. Foundations of Educational Psychology,Education at Illinois,33383,416.0,0.0,Educational
https://www.youtube.com/watch?v=_Nm1RMGac28,Psychology Career Pathways: Educational Psychologist,Cardiff University Psychology,55385,710.0,25.0,Educational
https://www.youtube.com/watch?v=ABHCli9J-yg,Educational Psychology Chapter1,Abderrahim Mimouni Online,18604,500.0,31.0,Educational
https://www.youtube.com/watch?v=4rqOtGWID0w,Cambridge: Undergraduate Sample Lecture: Psychology of Education (Dr Michelle Ellefson),CambridgeEDUC,13837,127.0,4.0,Educational
https://www.youtube.com/watch?v=oyhRlrhdNiE,Social learning theory by Bandura# learning theory’s # psychology # Real education,Real Teacher,12136,234.0,0.0,Educational
https://www.youtube.com/watch?v=3PBmguskGD8,Spotlight on Careers: Educational Psychology,The British Psychological Society,21907,211.0,7.0,Educational
https://www.youtube.com/watch?v=PpLzl_p-NcY,Child Psychology Fundamentals Crash Course,IntroBooks Education,72991,1021.0,,Educational
https://www.youtube.com/watch?v=AteZeEY1HbY,The importance of educational psychology,UNSW Arts & Social Sciences,19015,190.0,4.0,Educational
https://www.youtube.com/watch?v=tSCtINPumVY,Educational psychology,Audiopedia,59352,298.0,11.0,Educational
https://www.youtube.com/watch?v=VbiZ6ie1bYc,&quot;PSYCHOLOGY EDUCATION&quot;,Bebahan,504993,22579.0,256.0,Educational
https://www.youtube.com/watch?v=UHhNCwtOxgE,Educational psychology&#39;s nature and scope...,B.Ed. english notes,13287,408.0,8.0,Educational
https://www.youtube.com/watch?v=Izn1zBDtVB8,Psychology facts about study |पढ़ाई करने का सबसे सही तरीका जान लो| PART-1 #study #short #shorts,S2 gyan,3802804,313106.0,287.0,Educational
https://www.youtube.com/watch?v=Yhff16Gx6tc,पढ़ाई के बारे में 10 रोचक तथ्य | 10 Facts About Study | Psychology Facts | Amazing Facts | #shorts,FACT EDUCATION,2113454,208768.0,313.0,Educational
https://www.youtube.com/watch?v=0_5shRckLgE,Introduction Educational Psychology /what is educational psychology /foundation Education psychology,Star Academy,70814,1249.0,26.0,Educational
https://www.youtube.com/watch?v=nSPAYUQebSE,"EDUCATIONAL PSYCHOLOGY : Meaning, Nature, Scope and Role in Teaching Learning Process | BEd Notes |",The Vani Classes,242983,6891.0,193.0,Educational
https://www.youtube.com/watch?v=NKVof3HUKpw,KARTET-2023 Complete Educational Psychology In One Video ಟಿಇಟಿ-2023 ಸಂಪೂರ್ಣ ಶೈಕ್ಷಣಿಕ ಮನೋವಿಜ್ಞಾನ,EduTube Kannada,90135,5249.0,310.0,Educational
https://www.youtube.com/watch?v=hGyIIlGGZow,🍎 Educational Psychology മനഃശാസ്ത്രം 👍 LPSA/UPSA (LP/UP Assistant) 2020 K-TET Exam Online Coaching,Talent Academy,233386,5545.0,342.0,Educational
https://www.youtube.com/watch?v=UCFg9bcW7Bk,Teaching Methods for Inspiring the Students of the Future | Joe Ruhl | TEDxLafayette,TEDx Talks,3426742,49049.0,995.0,Educational
https://www.youtube.com/watch?v=eJTIo_MhG3M,Introduction to Developmental Psychology: Piaget’s Stages,Professor Dave Explains,102895,2697.0,93.0,Educational
https://www.youtube.com/watch?v=23R4Gzt2jm8,ಸಂಪೂರ್ಣ ಶಿಶು ಮನೋವಿಜ್ಞಾನ &amp; ಬೋಧನಾಶಾಸ್ತ್ರ ಒಂದೇ ವಿಡಿಯೋದಲ್ಲಿ Complete Educational Psychology in Kannada,EduTube Kannada,247127,13242.0,1030.0,Educational
https://www.youtube.com/watch?v=FMSmMsY2TuU,How Children think and Learn | CDP,the good life,8516,228.0,20.0,Educational
https://www.youtube.com/watch?v=SJOjpprbfeE,Alfred &amp; Shadow - A short story about emotions (education psychology health animation),Anne Hilde Vassbø Hagen,1579809,13972.0,,Educational
https://www.youtube.com/watch?v=zYthHxlerrM,10 Psychology Careers To Know About,Psych2Go,354260,16361.0,938.0,Educational
